1.332230167	91701661.15
1.706087055	87957819.86
2.081010047	82455031.38
2.456511051	75840466.5
2.832360187	68515340.78
3.208435112	60794635.28
3.604361315	51413222.98
3.978847777	44071708.99
4.353733525	36955424.33
4.728924146	30264399.89
5.104352744	24150525.46
5.479970612	18719634.2
5.5443828	17035487.12
5.855741464	14033817.18
5.916062031	12810012.04
6.231637711	10114757.94
6.288352188	9244243.022
6.607638016	6948303.122
6.661150837	6346048.152
6.973560052	4573898.317
7.014134154	4247347.476
7.350241149	2725613.467
7.388749798	2518372.229
7.772625789	1294644.097
8.14722783	550025.0539
8.522023519	150430.8633
8.896988568	6596.651898
9.272102571	36087.8112
9.647348264	167036.6785
10.02271094	340571.796
10.12845453	374155.0776
10.39817801	511956.8341
10.50013753	532007.9567
10.77373861	650555.7375
10.8721736	653985.964
11.14938332	738802.6675
11.24452771	726177.3489
11.52510397	770406.9703
11.61716928	744585.7964
11.9008934	748049.6921
12.01960388	701260.4502
12.2767453	680831.9706
12.39185602	627997.4864
12.63957349	588088.2886
12.74021573	539651.3913
13.01591117	471162.1599
13.11366866	425976.773
