1.332230167	91680427.25
1.706087055	87959971.35
2.081010047	82468037.96
2.456511051	75860796.43
2.832360187	68541471.25
3.208435112	60825453.9
3.604361315	51441824.26
3.978847777	44104955.53
4.353733525	36990975.96
4.728924146	30300353.24
5.104352744	24185276.18
5.479970612	18751851.43
5.5443828	17055483.53
5.855741464	14062461.46
5.916062031	12831358.66
6.231637711	10139108.57
6.288352188	9264296.206
6.607638016	6967977.47
6.661150837	6363254.054
6.973560052	4588957.301
7.014134154	4261676.091
7.350241149	2736186.9
7.388749798	2528559.911
7.772625789	1301092.335
8.14722783	553485.389
8.522023519	151763.6828
8.896988568	6746.721502
9.272102571	35994.50709
9.647348264	167554.3271
10.02271094	342400.4705
10.12845453	374932.3935
10.39817801	515591.8807
10.50013753	534232.6885
10.77373861	656257.4877
10.8721736	657949.3279
11.14938332	746588.1833
11.24452771	731949.6438
11.52510397	780063.5115
11.61716928	752023.7342
11.9008934	759167.7794
12.01960388	709251.2545
12.2767453	692854.2926
12.39185602	636860.4816
12.63957349	600724.6868
12.74021573	549532.2215
13.01591117	483373.2122
13.11366866	435586.6303
