0.595791136	82042968
1.146457256	91839528.5
1.642770725	74645357.85
2.111356541	62985466.97
2.531453468	66087104.2
2.967045463	54022453.13
3.481255048	46271729.33
3.917054882	39425160.43
4.373304495	30716517.86
4.824116326	23413825.79
5.290711945	18512759.63
5.758027193	12766086.46
6.184647373	8849194.803
6.642692921	5512154.258
7.116421613	3143430.196
7.57717293	1639891.936
8.041017682	605640.9097
8.517152697	140809.3179
8.973457425	6320.833018
9.404456653	68665.97929
9.867823866	225594.8374
10.35591504	404313.119
10.80774307	559439.5096
11.23511073	605895.479
11.73197918	643670.2476
12.20811861	578623.3271
12.64090803	487830.4231
13.08589125	361640.5789
13.54142382	217605.443
14.01383663	111035.5038
14.41474127	53880
14.84198548	16012.343
