Data columns are Qx - Qy - I(Qx,Qy)

ASCII data created at 06:58 on Jan 29 24 

-13  -13  416651
-12.6232  -13  423444
-12.2464  -13  415705
-11.8696  -13  393630
-11.4928  -13  358451
-11.1159  -13  312389
-10.7391  -13  258534
-10.3623  -13  200663
-9.98551  -13  143010
-9.6087  -13  90009.9
-9.23188  -13  46027.7
-8.85507  -13  15097.1
-8.47826  -13  687.796
-8.10145  -13  5513.28
-7.72464  -13  31393.5
-7.34783  -13  79177.3
-6.97101  -13  148727
-6.5942  -13  238964
-6.21739  -13  347962
-5.84058  -13  473089
-5.46377  -13  611173
-5.08696  -13  758680
-4.71014  -13  911902
-4.33333  -13  1.06712e+06
-3.95652  -13  1.22078e+06
-3.57971  -13  1.36955e+06
-3.2029  -13  1.5105e+06
-2.82609  -13  1.64107e+06
-2.44928  -13  1.75912e+06
-2.07246  -13  1.86294e+06
-1.69565  -13  1.95121e+06
-1.31884  -13  2.02292e+06
-0.942029  -13  2.07736e+06
-0.565217  -13  2.11404e+06
-0.188406  -13  2.13266e+06
0.188406  -13  2.13308e+06
0.565217  -13  2.11527e+06
0.942029  -13  2.07936e+06
1.31884  -13  2.02561e+06
1.69565  -13  1.95448e+06
2.07246  -13  1.86667e+06
2.44928  -13  1.76316e+06
2.82609  -13  1.64526e+06
3.2029  -13  1.5147e+06
3.57971  -13  1.37361e+06
3.95652  -13  1.22456e+06
4.33333  -13  1.07053e+06
4.71014  -13  914840
5.08696  -13  761100
5.46377  -13  613055
5.84058  -13  474449
6.21739  -13  348844
6.5942  -13  239442
6.97101  -13  148896
7.34783  -13  79146.6
7.72464  -13  31279
8.10145  -13  5428.68
8.47826  -13  736.652
8.85507  -13  15365.3
9.23188  -13  46577.3
9.6087  -13  90875.4
9.98551  -13  144196
10.3623  -13  202145
10.7391  -13  260261
11.1159  -13  314286
11.4928  -13  360428
11.8696  -13  395589
12.2464  -13  417547
12.6232  -13  425076
13  -13  417998
-13  -12.6232  413406
-12.6232  -12.6232  405237
-12.2464  -12.6232  382182
-11.8696  -12.6232  345548
-11.4928  -12.6232  297747
-11.1159  -12.6232  242172
-10.7391  -12.6232  183005
-10.3623  -12.6232  124963
-9.98551  -12.6232  73005.3
-9.6087  -12.6232  32030
-9.23188  -12.6232  6566.93
-8.85507  -12.6232  506.256
-8.47826  -12.6232  16870.2
-8.10145  -12.6232  57647.2
-7.72464  -12.6232  123697
-7.34783  -12.6232  214729
-6.97101  -12.6232  329355
-6.5942  -12.6232  465202
-6.21739  -12.6232  619084
-5.84058  -12.6232  787203
-5.46377  -12.6232  965372
-5.08696  -12.6232  1.14925e+06
-4.71014  -12.6232  1.33453e+06
-4.33333  -12.6232  1.51717e+06
-3.95652  -12.6232  1.69348e+06
-3.57971  -12.6232  1.8603e+06
-3.2029  -12.6232  2.01497e+06
-2.82609  -12.6232  2.15543e+06
-2.44928  -12.6232  2.28012e+06
-2.07246  -12.6232  2.38799e+06
-1.69565  -12.6232  2.47837e+06
-1.31884  -12.6232  2.55089e+06
-0.942029  -12.6232  2.60539e+06
-0.565217  -12.6232  2.64185e+06
-0.188406  -12.6232  2.66028e+06
0.188406  -12.6232  2.66069e+06
0.565217  -12.6232  2.64306e+06
0.942029  -12.6232  2.60735e+06
1.31884  -12.6232  2.55352e+06
1.69565  -12.6232  2.48156e+06
2.07246  -12.6232  2.39162e+06
2.44928  -12.6232  2.28403e+06
2.82609  -12.6232  2.15946e+06
3.2029  -12.6232  2.01898e+06
3.57971  -12.6232  1.86413e+06
3.95652  -12.6232  1.697e+06
4.33333  -12.6232  1.52026e+06
4.71014  -12.6232  1.33711e+06
5.08696  -12.6232  1.15126e+06
5.46377  -12.6232  966806
5.84058  -12.6232  788074
6.21739  -12.6232  619446
6.5942  -12.6232  465138
6.97101  -12.6232  328973
7.34783  -12.6232  214155
7.72464  -12.6232  123063
8.10145  -12.6232  57085.3
8.47826  -12.6232  16501.2
8.85507  -12.6232  431.989
9.23188  -12.6232  6862.97
9.6087  -12.6232  32740.7
9.98551  -12.6232  74141.2
10.3623  -12.6232  126500
10.7391  -12.6232  184888
11.1159  -12.6232  244319
11.4928  -12.6232  300054
11.8696  -12.6232  347900
12.2464  -12.6232  384460
12.6232  -12.6232  407328
13  -12.6232  415211
-13  -12.2464  395864
-12.6232  -12.2464  372756
-12.2464  -12.2464  335549
-11.8696  -12.2464  286782
-11.4928  -12.2464  230102
-11.1159  -12.2464  170055
-10.7391  -12.2464  111819
-10.3623  -12.2464  60874.1
-9.98551  -12.2464  22659.3
-9.6087  -12.2464  2221.03
-9.23188  -12.2464  3895.14
-8.85507  -12.2464  31036.7
-8.47826  -12.2464  85819.3
-8.10145  -12.2464  169116
-7.72464  -12.2464  280468
-7.34783  -12.2464  418141
-6.97101  -12.2464  579257
-6.5942  -12.2464  759999
-6.21739  -12.2464  955851
-5.84058  -12.2464  1.16188e+06
-5.46377  -12.2464  1.373e+06
-5.08696  -12.2464  1.58427e+06
-4.71014  -12.2464  1.79107e+06
