<X> <Y> <dY>
1.225064287970355e+01 3.169410250000000e+05 1.407437887173001e+02
1.240606425245085e+01 2.830220750000000e+05 1.329995476965993e+02
1.257570269770854e+01 2.820674000000000e+05 1.251815126570658e+02
1.279429523281154e+01 2.511446400000000e+05 1.120590558589532e+02
1.295386416632816e+01 2.081728666666667e+05 1.317108153831298e+02
1.312670827069272e+01 2.014639090909091e+05 9.569456835799585e+01
1.334622305150638e+01 1.713383750000000e+05 1.034825996846813e+02
1.351641020446150e+01 1.395586666666667e+05 8.805259371114096e+01
1.369479526393407e+01 1.133662400000000e+05 7.528819296543118e+01
1.389249277071772e+01 9.306800000000000e+04 6.821583393904966e+01
1.406681607548783e+01 7.472791428571430e+04 7.305962060718154e+01
1.421973745591749e+01 5.569142000000000e+04 5.276903448046022e+01
1.443480526866120e+01 3.885650999999999e+04 4.023706313835542e+01
1.464742637891820e+01 2.309388727272728e+04 3.239941587066549e+01
1.478314720146923e+01 1.563790666666667e+04 3.609929208293271e+01
1.496287552924780e+01 8.656536666666667e+03 1.899181475735739e+01
1.517375491402960e+01 2.728253090909091e+03 1.113604526446581e+01
1.533619829153128e+01 6.085882250000000e+02 6.167395241307306e+00
1.550565081696726e+01 9.183492980000000e+01 2.142836085658443e+00
1.573008832914806e+01 2.097382181818182e+03 9.763992713998114e+00
1.593256188409508e+01 5.913459999999999e+03 2.219883630583670e+01
1.607743464278081e+01 9.710059999999999e+03 2.463490917377209e+01
1.628809314081476e+01 1.676810000000000e+04 3.460811217867032e+01
1.648440641411490e+01 2.366382666666667e+04 4.440704398578626e+01
1.659893658213007e+01 2.739427000000000e+04 5.851737989691609e+01
1.681988503418141e+01 3.634339142857143e+04 5.095053022896076e+01
1.706298931499934e+01 4.554135000000001e+04 7.544977634161681e+01
1.710447990469164e+01 4.593550000000000e+04 1.071628433739979e+02
1.733540743973423e+01 5.389864000000000e+04 7.341569314526699e+01
1.759555007868386e+01 6.044455000000000e+04 8.692277463357921e+01
1.785720153748190e+01 6.489806666666667e+04 1.040016559697222e+02
1.812029741036278e+01 6.702510000000001e+04 1.294460312253721e+02
1.838477631085023e+01 6.677180000000000e+04 1.827180888691648e+02
