<X> <Y> <dY>
6.722252316074896e-02 1.860540566998503e+00 8.703882797784893e-02
6.863950441564907e-02 1.669330919849316e+00 8.574929257125442e-02
7.005342879968589e-02 1.697585060147461e+00 8.512565307587487e-02
7.147125803503676e-02 1.768182584356946e+00 8.451542547285167e-02
7.287892665822650e-02 1.614479557591833e+00 8.391813582966892e-02
7.428512578149309e-02 1.147329196347739e+00 8.276058886023681e-02
7.570200605228794e-02 6.392647415228259e-01 8.164965809277261e-02
7.711258039470908e-02 3.188727933232754e-01 8.164965809277261e-02
7.852106269828135e-02 2.410291826970870e-01 8.058229640253803e-02
7.993957100118615e-02 2.936563726786814e-01 7.955572841757301e-02
8.136317828803380e-02 4.721805315035525e-01 7.856742013183862e-02
8.277793546167261e-02 6.304097722067658e-01 7.856742013183862e-02
8.418884259413874e-02 6.804658048349187e-01 7.808688094430304e-02
8.560445010849739e-02 7.364249827195773e-01 7.669649888473705e-02
8.702789928790762e-02 6.076903201871251e-01 7.624928516630235e-02
8.844066318391590e-02 6.070184508112300e-01 7.580980435789034e-02
8.985665506386348e-02 6.768092097010610e-01 7.537783614444092e-02
9.126458219559437e-02 6.727343598549780e-01 7.495316889958614e-02
9.267099327320791e-02 6.258158362531785e-01 7.412493166611012e-02
9.408600896475446e-02 5.998687973158536e-01 7.332355751067665e-02
9.550400896062225e-02 5.050624251548022e-01 7.293249574894728e-02
9.692680469286556e-02 4.336741513190778e-01 7.216878364870323e-02
9.835026600321072e-02 3.900068060463514e-01 7.179581586177382e-02
9.976385632812827e-02 4.178211930345664e-01 7.142857142857144e-02
1.011702435841926e-01 5.142738070522779e-01 7.106690545187015e-02
1.025874194941607e-01 5.990463958932379e-01 7.035975447302920e-02
1.040016445875811e-01 6.409648907121173e-01 7.001400420140050e-02
1.054022230228816e-01 6.123523381465841e-01 7.001400420140050e-02
1.068004849861523e-01 4.701778271554320e-01 6.900655593423542e-02
1.082155197824179e-01 3.126764728732839e-01 6.868028197434452e-02
1.096303689902771e-01 2.162473474801175e-01 6.804138174397717e-02
1.110437711930305e-01 2.008912830090707e-01 6.772854614785964e-02
1.124577642520551e-01 2.087030315830176e-01 6.711560552140244e-02
1.138806592794483e-01 2.537995608818261e-01 6.651901052377394e-02
1.153015639173885e-01 3.946110055218597e-01 6.651901052377394e-02
1.167164005045841e-01 5.608420480162282e-01 6.593804733957870e-02
1.181234880961771e-01 6.540767926878400e-01 6.593804733957870e-02
1.195242751465163e-01 6.231959635822524e-01 6.537204504606135e-02
1.209404829526563e-01 5.088138455450336e-01 6.482037235521644e-02
1.223455313224177e-01 3.652730687008705e-01 6.509445549041194e-02
1.237506178469832e-01 2.803269335785114e-01 6.711560552140244e-02
1.251735925841308e-01 8.674689937324340e-02 7.001400420140050e-02
1.265826927189086e-01 5.630912772607635e-02 7.453559924999299e-02
1.279878222174804e-01 1.021139126556220e-01 7.761505257063329e-02
1.294023233048510e-01 1.510927948974918e-01 8.276058886023681e-02
1.308161742859047e-01 2.196514587123411e-01 8.770580193070293e-02
1.322234397157499e-01 3.065656520202927e-01 9.534625892455924e-02
1.336202524343546e-01 3.749649120104885e-01 1.031421246258794e-01
1.350282007847997e-01 5.960166614174304e-01 1.132277034144596e-01
1.364263498989799e-01 4.692431542101494e-01 1.290994448735806e-01
1.378358572634880e-01 7.383416853827711e-02 1.474419561548972e-01
1.392530909915375e-01 1.385712710460266e-02 1.889822365046136e-01
1.405966448252255e-01 1.861507939901762e-02 2.886751345948129e-01
