<X> <Y> <dY>
1.307522303706244e-01 1.632734224311116e-01 7.453559924999299e-02
1.312475092565683e-01 1.801124500311500e-01 7.808688094430304e-02
1.317420457257720e-01 1.917595356448059e-01 7.372097807744857e-02
1.322482210429280e-01 2.317405318314665e-01 8.451542547285167e-02
1.327470621888173e-01 2.471841791025368e-01 7.808688094430304e-02
1.332553408579695e-01 2.547302574270144e-01 8.574929257125442e-02
1.337479003416947e-01 2.491584342005732e-01 8.980265101338744e-02
1.342474707913514e-01 3.661181884424026e-01 8.451542547285167e-02
1.347281407510216e-01 3.544442811682726e-01 1.066003581778052e-01
1.352367295638741e-01 3.230733660165794e-01 8.703882797784891e-02
1.357414612749568e-01 4.146596242498772e-01 1.091089451179962e-01
1.362618804038179e-01 1.746462655441736e-01 1.000000000000000e-01
1.367484451698686e-01 1.896557226692781e-01 1.118033988749895e-01
1.371937222873494e-01 6.057183483099338e-02 1.386750490563073e-01
1.377121083874801e-01 2.875047590839732e-02 1.042572070285374e-01
1.382463949063014e-01 1.690860391284893e-02 1.581138830084190e-01
1.387635011257595e-01 1.059030700469300e-02 1.212678125181665e-01
1.393019340276585e-01 5.533170736395011e-03 1.889822365046136e-01
1.396544062436011e-01 4.591711635797302e-03 2.041241452319315e-01
1.401641154183342e-01 5.851475427606809e-03 1.666666666666667e-01
1.407136676440349e-01 9.101549884353155e-03 2.886751345948129e-01
1.411853600944568e-01 1.439766604548875e-02 2.886751345948129e-01
