<X> <Y> <dY>
5.023438440905879e-02 4.968483562112248e+00 1.592149676668124e-01
5.165212665439884e-02 4.743065729999999e+00 1.510072866619356e-01
5.308613425804108e-02 3.766263871634618e+00 1.345623938713829e-01
5.449336111931794e-02 2.963558991415097e+00 1.182330404172101e-01
5.589920983717207e-02 2.905485301454545e+00 1.149206307424734e-01
5.731913409929827e-02 3.018574068903510e+00 1.150624176320452e-01
5.872970488382558e-02 2.981533430850878e+00 1.143542785054580e-01
6.013846254684310e-02 2.573395316372883e+00 1.044232610209908e-01
6.156018744035235e-02 2.104816620098360e+00 9.287786401158207e-02
6.297677389360119e-02 1.758821880177419e+00 8.421415386022006e-02
6.438194848932711e-02 1.662808291825397e+00 8.123081682761618e-02
6.580472192817603e-02 1.698663659269231e+00 8.082896613479676e-02
6.722252356478217e-02 1.776775089909091e+00 8.203784903261466e-02
6.863950515379885e-02 1.863111213855148e+00 8.276275478951754e-02
7.005342823665953e-02 1.970982748897825e+00 8.450586869462204e-02
7.147125618465418e-02 1.940101427633786e+00 8.324021666310501e-02
7.287892253618952e-02 1.630396496212112e+00 7.576828316084006e-02
7.428512170004389e-02 1.098705026308630e+00 6.134075681194707e-02
7.570200483918731e-02 6.069331958798663e-01 4.497900235590922e-02
7.711258235379675e-02 3.032997274653331e-01 3.179621190568321e-02
7.852106375822403e-02 2.171465772113832e-01 2.655223822170954e-02
7.993956974798277e-02 3.169521059988418e-01 3.167038038399951e-02
8.136317684172863e-02 5.127341766098860e-01 3.978081058464310e-02
8.277793106378473e-02 6.143054419011423e-01 4.354313321652643e-02
8.418883906228453e-02 5.789518649480493e-01 4.201305927008717e-02
8.560445018724934e-02 5.514988777908999e-01 4.027475043888431e-02
8.702789945666085e-02 5.372781439822617e-01 3.952031211561818e-02
8.844066443786351e-02 6.765694566832762e-01 4.409268766373528e-02
8.985665577532084e-02 8.474795211986933e-01 4.906742581522543e-02
9.126458169276123e-02 8.515103934534272e-01 4.890688221179271e-02
9.267099010724067e-02 7.344654910913732e-01 4.491950954944982e-02
9.408600536169424e-02 6.243393378206451e-01 4.096744504214662e-02
9.550400676652890e-02 4.825584160484571e-01 3.582457316817699e-02
9.692680338668869e-02 4.149221455982605e-01 3.287136171242079e-02
9.835026414645820e-02 3.952961105375210e-01 3.191871564774902e-02
9.976385456656556e-02 4.408954968112858e-01 3.353704534142613e-02
1.011702407978104e-01 5.342720718615047e-01 3.673107538093819e-02
1.025874149998341e-01 6.062534709811029e-01 3.873793235858842e-02
1.040016431524668e-01 6.241893140946080e-01 3.911362639592147e-02
1.054022236185654e-01 5.706143021745098e-01 3.739738581925205e-02
1.068004856857582e-01 4.327386532233331e-01 3.209875584383640e-02
1.082155194332664e-01 3.019836962075472e-01 2.668755699952144e-02
1.096303689908783e-01 2.180111104439814e-01 2.246453534462614e-02
1.110437690146368e-01 1.887090029454130e-01 2.080429797169287e-02
1.124577603840121e-01 2.230650674360361e-01 2.241425440498998e-02
1.138806549956761e-01 3.283568178311506e-01 2.695279460083093e-02
1.153015621310480e-01 4.745147077565482e-01 3.240079166233976e-02
1.167163997151972e-01 5.870033143813081e-01 3.572246018541411e-02
1.181234888172112e-01 6.298606469878697e-01 3.700354410135043e-02
1.195242739014901e-01 5.892676999196578e-01 3.548406708541660e-02
1.209404799932157e-01 5.050859340932771e-01 3.257460519418930e-02
1.223455275950314e-01 4.226290910313560e-01 2.992324542211048e-02
1.237506123244504e-01 3.057751506027027e-01 2.624276608186928e-02
1.251735880648196e-01 7.513564009534310e-02 1.357040827041843e-02
1.265826882476822e-01 5.379152659794438e-02 1.222378448830444e-02
1.279878174136767e-01 9.654599861144576e-02 1.705289420118723e-02
1.294023182203224e-01 1.523017605161574e-01 2.283815604707779e-02
1.308161705069421e-01 2.205446414553462e-01 2.912470808406671e-02
1.322234341186956e-01 3.089379922390907e-01 3.747350532158388e-02
1.336202430244886e-01 5.217278396978722e-01 5.267967429188719e-02
1.350281920666706e-01 7.130492310128205e-01 6.760790193408117e-02
1.364263456707787e-01 3.659295235500000e-01 5.522148763162760e-02
1.378358457708336e-01 2.962494465217393e-02 1.794464454812110e-02
1.392530691774792e-01 9.202026821428570e-03 1.281881069075873e-02
1.405966264396349e-01 1.343323883333334e-02 2.365836606197103e-02
